Category,Region,Year,Value
Wood,Bistrita-Nasaud,2007,187.7
Wood,Bistrita-Nasaud,2008,186.1
Wood,Bistrita-Nasaud,2009,188.3
Wood,Bistrita-Nasaud,2010,188.7
Wood,Bistrita-Nasaud,2011,188.7
Wood,Bistrita-Nasaud,2012,188.8
Wood,Bistrita-Nasaud,2013,188.6
Wood,Bistrita-Nasaud,2014,188.7
Wood,Bistrita-Nasaud,2015,187.8
Wood,Bistrita-Nasaud,2016,187.6
Wood,Bistrita-Nasaud,2017,187.8
Wood,Bistrita-Nasaud,2018,188.1
Wood,Bistrita-Nasaud,2019,188.1
Wood,Cluj,1990,150.9
Wood,Cluj,1991,150.9
Wood,Cluj,1992,151.1
Wood,Cluj,1993,151.1
Wood,Cluj,1994,151.8
Wood,Cluj,1995,151.0
Wood,Cluj,1996,150.8
Wood,Cluj,1997,150.9
Wood,Cluj,1998,150.8
Wood,Cluj,1999,150.8
Wood,Cluj,2000,150.6
Wood,Cluj,2001,150.4
Wood,Cluj,2002,150.1
Wood,Cluj,2003,150.3
Wood,Cluj,2004,150.3
Wood,Cluj,2005,153.6
Wood,Cluj,2006,143.9
Wood,Cluj,2007,145.5
Wood,Cluj,2008,147.8
Wood,Cluj,2009,147.6
Wood,Cluj,2010,155.7
Wood,Cluj,2011,158.1
Wood,Cluj,2012,158.6
Wood,Cluj,2013,159.2
Wood,Cluj,2014,159.3
Wood,Cluj,2015,160.7
Wood,Cluj,2016,162.2
Wood,Cluj,2017,162.7
Wood,Cluj,2018,166.0
Wood,Cluj,2019,167.5
Wood,Maramures,1990,257.6
Wood,Maramures,1991,257.8
Wood,Maramures,1992,258.2
Wood,Maramures,1993,258.0
Wood,Maramures,1994,258.7
Wood,Maramures,1995,258.7
Wood,Maramures,1996,258.5
Wood,Maramures,1997,258.5
Wood,Maramures,1998,258.0
Wood,Maramures,1999,258.1
Wood,Maramures,2000,258.2
Wood,Maramures,2001,258.0
Wood,Maramures,2002,257.9
Wood,Maramures,2003,259.8
Wood,Maramures,2004,257.6
Wood,Maramures,2005,257.7
Wood,Maramures,2006,254.3
Wood,Maramures,2007,248.9
Wood,Maramures,2008,253.6
Wood,Maramures,2009,253.8
Wood,Maramures,2010,251.9
Wood,Maramures,2011,251.9
Wood,Maramures,2012,252.4
Wood,Maramures,2013,252.5
Wood,Maramures,2014,253.3
Wood,Maramures,2015,253.0
Wood,Maramures,2016,252.9
Wood,Maramures,2017,253.3
Wood,Maramures,2018,253.2
Wood,Maramures,2019,253.6
Wood,'Satu Mare',1990,67.1
Wood,'Satu Mare',1991,67.1
Wood,'Satu Mare',1992,67.0
Wood,'Satu Mare',1993,67.1
Wood,'Satu Mare',1994,64.5
Wood,'Satu Mare',1995,64.7
Wood,'Satu Mare',1996,66.6
Wood,'Satu Mare',1997,66.6
Wood,'Satu Mare',1998,66.5
Wood,'Satu Mare',1999,66.5
Wood,'Satu Mare',2000,66.5
Wood,'Satu Mare',2001,66.5
Wood,'Satu Mare',2002,66.6
Wood,'Satu Mare',2003,66.5
Wood,'Satu Mare',2004,66.5
Wood,'Satu Mare',2005,66.6
Wood,'Satu Mare',2006,68.9
Wood,'Satu Mare',2007,68.9
Wood,'Satu Mare',2008,71.3
Wood,'Satu Mare',2009,71.3
Wood,'Satu Mare',2010,71.3
Wood,'Satu Mare',2011,71.3
Wood,'Satu Mare',2012,71.3
Wood,'Satu Mare',2013,71.2
Wood,'Satu Mare',2014,71.3
Wood,'Satu Mare',2015,71.2
Wood,'Satu Mare',2016,70.9
Wood,'Satu Mare',2017,70.9
Wood,'Satu Mare',2018,71.0
Wood,'Satu Mare',2019,70.9
Wood,Salaj,1990,94.2
Wood,Salaj,1991,94.1
Wood,Salaj,1992,94.3
Wood,Salaj,1993,94.3
Wood,Salaj,1994,94.2
Wood,Salaj,1995,94.6
Wood,Salaj,1996,94.4
Wood,Salaj,1997,94.5
Wood,Salaj,1998,94.5
Wood,Salaj,1999,94.5
Wood,Salaj,2000,94.7
Wood,Salaj,2001,94.7
Wood,Salaj,2002,94.7
Wood,Salaj,2003,94.6
Wood,Salaj,2004,94.6
Wood,Salaj,2005,94.3
Wood,Salaj,2006,94.9
Wood,Salaj,2007,95.0
Wood,Salaj,2008,95.0
Wood,Salaj,2009,95.0
Wood,Salaj,2010,94.8
Wood,Salaj,2011,94.8
Wood,Salaj,2012,94.7
Wood,Salaj,2013,94.7
Wood,Salaj,2014,94.7
Wood,Salaj,2015,94.7
Wood,Salaj,2016,94.7
Wood,Salaj,2017,94.8
Wood,Salaj,2018,94.5
Wood,Salaj,2019,94.5
Wood,'Regiunea CENTRU',1990,1169.7
Wood,'Regiunea CENTRU',1991,1170.4
Wood,'Regiunea CENTRU',1992,1171.1
Wood,'Regiunea CENTRU',1993,1170.2
Wood,'Regiunea CENTRU',1994,1170.2
Wood,'Regiunea CENTRU',1995,1170.2
Wood,'Regiunea CENTRU',1996,1168.8
Wood,'Regiunea CENTRU',1997,1166.8
Wood,'Regiunea CENTRU',1998,1164.8
Wood,'Regiunea CENTRU',1999,1164.2
Wood,'Regiunea CENTRU',2000,1164.0
Wood,'Regiunea CENTRU',2001,1165.4
Wood,'Regiunea CENTRU',2002,1162.0
Wood,'Regiunea CENTRU',2003,1165.7
Wood,'Regiunea CENTRU',2004,1166.9
Wood,'Regiunea CENTRU',2005,1171.2
Wood,'Regiunea CENTRU',2006,1208.0
Wood,'Regiunea CENTRU',2007,1233.8
Wood,'Regiunea CENTRU',2008,1231.2
Wood,'Regiunea CENTRU',2009,1235.4
Wood,'Regiunea CENTRU',2010,1235.9
Wood,'Regiunea CENTRU',2011,1240.4
Wood,'Regiunea CENTRU',2012,1241.0
Wood,'Regiunea CENTRU',2013,1244.3
Wood,'Regiunea CENTRU',2014,1245.0
Wood,'Regiunea CENTRU',2015,1243.5
Wood,'Regiunea CENTRU',2016,1244.1
Wood,'Regiunea CENTRU',2017,1243.4
Wood,'Regiunea CENTRU',2018,1247.1
Wood,'Regiunea CENTRU',2019,1248.4
Wood,Alba,1990,203.6
Wood,Alba,1991,203.7
Wood,Alba,1992,203.4
Wood,Alba,1993,203.3
Wood,Alba,1994,203.4
Wood,Alba,1995,203.7
Wood,Alba,1996,203.8
Wood,Alba,1997,203.7
Wood,Alba,1998,203.6
Wood,Alba,1999,203.4
Wood,Alba,2000,203.3
Wood,Alba,2001,203.2
Wood,Alba,2002,203.2
Wood,Alba,2003,202.3
Wood,Alba,2004,202.3
Wood,Alba,2005,202.2
Wood,Alba,2006,202.5
Wood,Alba,2007,202.9
Wood,Alba,2008,203.1
Wood,Alba,2009,201.9
Wood,Alba,2010,201.7
Wood,Alba,2011,202.3
Wood,Alba,2012,201.5
Wood,Alba,2013,201.5
Wood,Alba,2014,201.8
Wood,Alba,2015,199.0
Wood,Alba,2016,199.3
Wood,Alba,2017,199.6
Wood,Alba,2018,202.3
Wood,Alba,2019,202.4
Wood,Brasov,1990,187.7
Wood,Brasov,1991,187.8
Wood,Brasov,1992,188.0
Wood,Brasov,1993,188.1
Wood,Brasov,1994,187.9
Wood,Brasov,1995,187.4
Wood,Brasov,1996,187.5
Wood,Brasov,1997,187.3
Wood,Brasov,1998,187.4
Wood,Brasov,1999,187.4
Wood,Brasov,2000,187.3
Wood,Brasov,2001,187.5
Wood,Brasov,2002,188.0
Wood,Brasov,2003,187.6
Wood,Brasov,2004,187.5
Wood,Brasov,2005,187.5
Wood,Brasov,2006,194.8
Wood,Brasov,2007,199.5
Wood,Brasov,2008,199.9
Wood,Brasov,2009,201.2
Wood,Brasov,2010,201.5
Wood,Brasov,2011,201.6
Wood,Brasov,2012,201.9
Wood,Brasov,2013,202.2
Wood,Brasov,2014,202.1
Wood,Brasov,2015,202.2
Wood,Brasov,2016,202.2
Wood,Brasov,2017,202.2
Wood,Brasov,2018,202.2
Wood,Brasov,2019,202.4
Wood,Covasna,1990,160.0
Wood,Covasna,1991,160.1
Wood,Covasna,1992,160.5
Wood,Covasna,1993,159.9
Wood,Covasna,1994,160.1
Wood,Covasna,1995,160.2
Wood,Covasna,1996,159.2
Wood,Covasna,1997,158.8
Wood,Covasna,1998,158.1
Wood,Covasna,1999,157.9
Wood,Covasna,2000,158.0
Wood,Covasna,2001,158.3
Wood,Covasna,2002,158.8
Wood,Covasna,2003,159.7
Wood,Covasna,2004,159.1
Wood,Covasna,2005,159.3
Wood,Covasna,2006,160.5
Wood,Covasna,2007,170.5
Wood,Covasna,2008,160.1
Wood,Covasna,2009,166.3
Wood,Covasna,2010,165.5
Wood,Covasna,2011,168.5
Wood,Covasna,2012,168.5
Wood,Covasna,2013,169.6
Wood,Covasna,2014,169.6
Wood,Covasna,2015,169.6
Wood,Covasna,2016,169.7
Wood,Covasna,2017,169.7
Wood,Covasna,2018,169.7
Wood,Covasna,2019,169.8
Wood,Harghita,1990,228.0
Wood,Harghita,1991,228.0
Wood,Harghita,1992,228.1
Wood,Harghita,1993,228.1
Wood,Harghita,1994,227.6
Wood,Harghita,1995,228.0
Wood,Harghita,1996,227.1
Wood,Harghita,1997,226.3
Wood,Harghita,1998,225.2
Wood,Harghita,1999,225.2
Wood,Harghita,2000,225.5
Wood,Harghita,2001,226.2
Wood,Harghita,2002,221.6
Wood,Harghita,2003,225.7
Wood,Harghita,2004,228.3
Wood,Harghita,2005,231.6
Wood,Harghita,2006,259.5
Wood,Harghita,2007,261.6
Wood,Harghita,2008,259.0
Wood,Harghita,2009,258.0
Wood,Harghita,2010,257.2
Wood,Harghita,2011,257.3
Wood,Harghita,2012,257.8
Wood,Harghita,2013,259.4
Wood,Harghita,2014,260.1
Wood,Harghita,2015,260.5
Wood,Harghita,2016,260.6
Wood,Harghita,2017,260.8
Wood,Harghita,2018,260.2
Wood,Harghita,2019,260.2
Wood,Mures,1990,206.3
Wood,Mures,1991,206.5
Wood,Mures,1992,206.5
Wood,Mures,1993,206.3
Wood,Mures,1994,206.6
Wood,Mures,1995,206.7
Wood,Mures,1996,206.7
Wood,Mures,1997,206.2
Wood,Mures,1998,206.1
Wood,Mures,1999,205.8
Wood,Mures,2000,205.6
Wood,Mures,2001,206.0
Wood,Mures,2002,206.0
Wood,Mures,2003,206.0
Wood,Mures,2004,206.0
Wood,Mures,2005,206.3
Wood,Mures,2006,206.4
Wood,Mures,2007,206.3
Wood,Mures,2008,221.4
Wood,Mures,2009,216.0
Wood,Mures,2010,216.3
Wood,Mures,2011,216.7
Wood,Mures,2012,216.8
Wood,Mures,2013,216.2
Wood,Mures,2014,215.2
Wood,Mures,2015,215.7
Wood,Mures,2016,215.9
Wood,Mures,2017,213.4
Wood,Mures,2018,213.6
Wood,Mures,2019,214.1
Wood,Sibiu,1990,184.1
Wood,Sibiu,1991,184.3
Wood,Sibiu,1992,184.6
Wood,Sibiu,1993,184.5
Wood,Sibiu,1994,184.6
Wood,Sibiu,1995,184.2
Wood,Sibiu,1996,184.5
Wood,Sibiu,1997,184.5
Wood,Sibiu,1998,184.4
Wood,Sibiu,1999,184.5
Wood,Sibiu,2000,184.3
Wood,Sibiu,2001,184.2
Wood,Sibiu,2002,184.4
Wood,Sibiu,2003,184.4
Wood,Sibiu,2004,183.7
Wood,Sibiu,2005,184.3
Wood,Sibiu,2006,184.3
Wood,Sibiu,2007,193.0
Wood,Sibiu,2008,187.7
Wood,Sibiu,2009,192.0
Wood,Sibiu,2010,193.7
Wood,Sibiu,2011,194.0
Wood,Sibiu,2012,194.5
Wood,Sibiu,2013,195.4
Wood,Sibiu,2014,196.2
Wood,Sibiu,2015,196.5
Wood,Sibiu,2016,196.4
Wood,Sibiu,2017,197.7
Wood,Sibiu,2018,199.1
Wood,Sibiu,2019,199.5
Wood,'MACROREGIUNEA DOI',1990,1687.8
Wood,'MACROREGIUNEA DOI',1991,1686.9
Wood,'MACROREGIUNEA DOI',1992,1686.9
Wood,'MACROREGIUNEA DOI',1993,1685.8
Wood,'MACROREGIUNEA DOI',1994,1687.0
Wood,'MACROREGIUNEA DOI',1995,1685.8
Wood,'MACROREGIUNEA DOI',1996,1683.2
Wood,'MACROREGIUNEA DOI',1997,1680.5
Wood,'MACROREGIUNEA DOI',1998,1677.7
Wood,'MACROREGIUNEA DOI',1999,1675.4
Wood,'MACROREGIUNEA DOI',2000,1673.8
Wood,'MACROREGIUNEA DOI',2001,1673.4
Wood,'MACROREGIUNEA DOI',2002,1679.0
Wood,'MACROREGIUNEA DOI',2003,1675.8
Wood,'MACROREGIUNEA DOI',2004,1676.2
Wood,'MACROREGIUNEA DOI',2005,1680.4
Wood,'MACROREGIUNEA DOI',2006,1672.7
Wood,'MACROREGIUNEA DOI',2007,1679.9
Wood,'MACROREGIUNEA DOI',2008,1667.2
Wood,'MACROREGIUNEA DOI',2009,1680.3
Wood,'MACROREGIUNEA DOI',2010,1681.0
Wood,'MACROREGIUNEA DOI',2011,1680.2
Wood,'MACROREGIUNEA DOI',2012,1683.9
Wood,'MACROREGIUNEA DOI',2013,1681.4
Wood,'MACROREGIUNEA DOI',2014,1683.1
Wood,'MACROREGIUNEA DOI',2015,1688.3
Wood,'MACROREGIUNEA DOI',2016,1692.3
Wood,'MACROREGIUNEA DOI',2017,1694.3
Wood,'MACROREGIUNEA DOI',2018,1696.2
Wood,'MACROREGIUNEA DOI',2019,1698.2
Wood,'Regiunea NORD-EST',1990,1168.0
Wood,'Regiunea NORD-EST',1991,1168.7
Wood,'Regiunea NORD-EST',1992,1168.1
Wood,'Regiunea NORD-EST',1993,1168.6
Wood,'Regiunea NORD-EST',1994,1168.6
Wood,'Regiunea NORD-EST',1995,1167.3
Wood,'Regiunea NORD-EST',1996,1166.3
Wood,'Regiunea NORD-EST',1997,1165.9
Wood,'Regiunea NORD-EST',1998,1165.1
Wood,'Regiunea NORD-EST',1999,1161.8
Wood,'Regiunea NORD-EST',2000,1160.4
Wood,'Regiunea NORD-EST',2001,1159.6
Wood,'Regiunea NORD-EST',2002,1159.7
Wood,'Regiunea NORD-EST',2003,1161.9
Wood,'Regiunea NORD-EST',2004,1159.4
Wood,'Regiunea NORD-EST',2005,1163.6
Wood,'Regiunea NORD-EST',2006,1160.5
Wood,'Regiunea NORD-EST',2007,1158.4
Wood,'Regiunea NORD-EST',2008,1150.7
Wood,'Regiunea NORD-EST',2009,1159.1
Wood,'Regiunea NORD-EST',2010,1160.4
Wood,'Regiunea NORD-EST',2011,1162.2
Wood,'Regiunea NORD-EST',2012,1163.1
Wood,'Regiunea NORD-EST',2013,1163.2
Wood,'Regiunea NORD-EST',2014,1164.7
Wood,'Regiunea NORD-EST',2015,1166.9
Wood,'Regiunea NORD-EST',2016,1169.2
Wood,'Regiunea NORD-EST',2017,1170.2
Wood,'Regiunea NORD-EST',2018,1172.2
Wood,'Regiunea NORD-EST',2019,1172.1
Wood,Bacau,1990,263.9
Wood,Bacau,1991,263.7
Wood,Bacau,1992,281.5
Wood,Bacau,1993,264.1
Wood,Bacau,1994,263.7
Wood,Bacau,1995,263.3
Wood,Bacau,1996,262.0
Wood,Bacau,1997,262.3
Wood,Bacau,1998,262.2
Wood,Bacau,1999,262.4
Wood,Bacau,2000,261.9
Wood,Bacau,2001,261.7
Wood,Bacau,2002,262.2
Wood,Bacau,2003,265.9
Wood,Bacau,2004,266.9
Wood,Bacau,2005,266.2
Wood,Bacau,2006,263.0
Wood,Bacau,2007,262.9
Wood,Bacau,2008,263.6
Wood,Bacau,2009,263.3
Wood,Bacau,2010,264.4
Wood,Bacau,2011,264.7
Wood,Bacau,2012,265.1
Wood,Bacau,2013,265.3
Wood,Bacau,2014,265.1
Wood,Bacau,2015,264.8
Wood,Bacau,2016,265.0
Wood,Bacau,2017,265.2
Wood,Bacau,2018,266.4
Wood,Bacau,2019,266.8
Wood,Botosani,1990,54.8
Wood,Botosani,1991,54.8
Wood,Botosani,1992,54.7
Wood,Botosani,1993,54.6
Wood,Botosani,1994,54.6
Wood,Botosani,1995,54.4
Wood,Botosani,1996,54.4
Wood,Botosani,1997,54.4
Wood,Botosani,1998,54.5
Wood,Botosani,1999,54.3
Wood,Botosani,2000,54.4
Wood,Botosani,2001,54.2
Wood,Botosani,2002,54.4
Wood,Botosani,2003,54.6
Wood,Botosani,2004,54.7
Wood,Botosani,2005,54.7
Wood,Botosani,2006,54.8
Wood,Botosani,2007,54.7
Wood,Botosani,2008,54.9
Wood,Botosani,2009,54.9
Wood,Botosani,2010,55.0
Wood,Botosani,2011,55.2
Wood,Botosani,2012,55.1
Wood,Botosani,2013,55.1
Wood,Botosani,2014,55.5
Wood,Botosani,2015,55.7
Wood,Botosani,2016,55.8
Wood,Botosani,2017,55.9
Wood,Botosani,2018,55.9
Wood,Botosani,2019,55.9
Wood,Iasi,1990,95.0
Wood,Iasi,1991,95.1
Wood,Iasi,1992,94.8
Wood,Iasi,1993,95.0
Wood,Iasi,1994,95.1
Wood,Iasi,1995,95.0
Wood,Iasi,1996,95.0
Wood,Iasi,1997,94.7
Wood,Iasi,1998,94.1
Wood,Iasi,1999,94.1
Wood,Iasi,2000,94.4
Wood,Iasi,2001,94.3
Wood,Iasi,2002,94.2
Wood,Iasi,2003,94.3
Wood,Iasi,2004,94.7
Wood,Iasi,2005,94.9
Wood,Iasi,2006,95.0
Wood,Iasi,2007,94.9
Wood,Iasi,2008,95.6
Wood,Iasi,2009,95.2
Wood,Iasi,2010,95.2
Wood,Iasi,2011,95.2
Wood,Iasi,2012,95.1
Wood,Iasi,2013,95.0
Wood,Iasi,2014,94.6
Wood,Iasi,2015,94.8
Wood,Iasi,2016,94.9
Wood,Iasi,2017,95.1
Wood,Iasi,2018,95.1
Wood,Iasi,2019,95.0
Wood,Neamt,1990,256.7
Wood,Neamt,1991,257.2
Wood,Neamt,1992,239.6
Wood,Neamt,1993,257.3
Wood,Neamt,1994,257.4
Wood,Neamt,1995,257.2
Wood,Neamt,1996,257.2
Wood,Neamt,1997,257.2
Wood,Neamt,1998,256.7
Wood,Neamt,1999,256.4
Wood,Neamt,2000,256.1
Wood,Neamt,2001,255.7
Wood,Neamt,2002,256.6
Wood,Neamt,2003,255.8
Wood,Neamt,2004,253.6
Wood,Neamt,2005,256.5
Wood,Neamt,2006,253.9
Wood,Neamt,2007,253.5
Wood,Neamt,2008,253.1
Wood,Neamt,2009,253.9
Wood,Neamt,2010,253.8
Wood,Neamt,2011,253.9
Wood,Neamt,2012,254.4
Wood,Neamt,2013,254.1
Wood,Neamt,2014,255.5
Wood,Neamt,2015,257.1
Wood,Neamt,2016,257.3
Wood,Neamt,2017,257.5
Wood,Neamt,2018,257.9
Wood,Neamt,2019,257.9
Wood,Suceava,1990,428.2
Wood,Suceava,1991,428.5
Wood,Suceava,1992,428.3
Wood,Suceava,1993,428.4
Wood,Suceava,1994,428.6
Wood,Suceava,1995,428.3
Wood,Suceava,1996,428.4
Wood,Suceava,1997,428.2
Wood,Suceava,1998,428.2
Wood,Suceava,1999,425.5
Wood,Suceava,2000,424.3
Wood,Suceava,2001,424.4
Wood,Suceava,2002,423.4
Wood,Suceava,2003,421.7
Wood,Suceava,2004,419.6
Wood,Suceava,2005,420.8
Wood,Suceava,2006,421.2
Wood,Suceava,2007,421.3
Wood,Suceava,2008,420.8
Wood,Suceava,2009,420.5
Wood,Suceava,2010,420.6
Wood,Suceava,2011,421.7
Wood,Suceava,2012,422.0
Wood,Suceava,2013,422.6
Wood,Suceava,2014,422.8
Wood,Suceava,2015,423.1
Wood,Suceava,2016,424.8
Wood,Suceava,2017,425.0
Wood,Suceava,2018,425.2
Wood,Suceava,2019,425.3
Wood,Vaslui,1990,69.4
Wood,Vaslui,1991,69.4
Wood,Vaslui,1992,69.2
Wood,Vaslui,1993,69.2
Wood,Vaslui,1994,69.2
Wood,Vaslui,1995,69.1
Wood,Vaslui,1996,69.3
Wood,Vaslui,1997,69.1
Wood,Vaslui,1998,69.4
Wood,Vaslui,1999,69.1
Wood,Vaslui,2000,69.3
Wood,Vaslui,2001,69.3
Wood,Vaslui,2002,68.9
Wood,Vaslui,2003,69.6
Wood,Vaslui,2004,69.9
Wood,Vaslui,2005,70.5
Wood,Vaslui,2006,72.6
Wood,Vaslui,2007,71.1
Wood,Vaslui,2008,62.7
Wood,Vaslui,2009,71.3
Wood,Vaslui,2010,71.4
Wood,Vaslui,2011,71.5
Wood,Vaslui,2012,71.4
Wood,Vaslui,2013,71.1
Wood,Vaslui,2014,71.2
Wood,Vaslui,2015,71.4
Wood,Vaslui,2016,71.4
Wood,Vaslui,2017,71.5
Wood,Vaslui,2018,71.7
Wood,Vaslui,2019,71.2
Wood,'Regiunea SUD-EST',1990,519.8
Wood,'Regiunea SUD-EST',1991,518.2
Wood,'Regiunea SUD-EST',1992,518.8
Wood,'Regiunea SUD-EST',1993,517.2
Wood,'Regiunea SUD-EST',1994,518.4
Wood,'Regiunea SUD-EST',1995,518.5
Wood,'Regiunea SUD-EST',1996,516.9
Wood,'Regiunea SUD-EST',1997,514.6
Wood,'Regiunea SUD-EST',1998,512.6
Wood,'Regiunea SUD-EST',1999,513.6
Wood,'Regiunea SUD-EST',2000,513.4
Wood,'Regiunea SUD-EST',2001,513.8
Wood,'Regiunea SUD-EST',2002,519.3
Wood,'Regiunea SUD-EST',2003,513.9
Wood,'Regiunea SUD-EST',2004,516.8
Wood,'Regiunea SUD-EST',2005,516.8
Wood,'Regiunea SUD-EST',2006,512.2
Wood,'Regiunea SUD-EST',2007,521.5
Wood,'Regiunea SUD-EST',2008,516.5
Wood,'Regiunea SUD-EST',2009,521.2
Wood,'Regiunea SUD-EST',2010,520.6
Wood,'Regiunea SUD-EST',2011,518.0
Wood,'Regiunea SUD-EST',2012,520.8
Wood,'Regiunea SUD-EST',2013,518.2
Wood,'Regiunea SUD-EST',2014,518.4
Wood,'Regiunea SUD-EST',2015,521.4
Wood,'Regiunea SUD-EST',2016,523.1
Wood,'Regiunea SUD-EST',2017,524.1
Wood,'Regiunea SUD-EST',2018,524.0
Wood,'Regiunea SUD-EST',2019,526.1
Wood,Braila,1990,20.5
Wood,Braila,1991,20.4
Wood,Braila,1992,20.3
Wood,Braila,1993,19.7
Wood,Braila,1994,19.7
Wood,Braila,1995,19.3
Wood,Braila,1996,19.9
Wood,Braila,1997,20.2
Wood,Braila,1998,20.2
Wood,Braila,1999,20.6
Wood,Braila,2000,20.6
Wood,Braila,2001,20.7
Wood,Braila,2002,20.9
Wood,Braila,2003,21.5
Wood,Braila,2004,22.6
Wood,Braila,2005,22.8
Wood,Braila,2006,22.6
Wood,Braila,2007,22.5
Wood,Braila,2008,20.8
Wood,Braila,2009,23.3
Wood,Braila,2010,23.0
Wood,Braila,2011,23.4
Wood,Braila,2012,24.5
Wood,Braila,2013,24.7
Wood,Braila,2014,24.7
Wood,Braila,2015,25.0
Wood,Braila,2016,24.9
Wood,Braila,2017,25.1
Wood,Braila,2018,24.9
Wood,Braila,2019,25.1
Wood,Buzau,1990,156.3
Wood,Buzau,1991,156.2
Wood,Buzau,1992,156.1
Wood,Buzau,1993,156.9
Wood,Buzau,1994,157.4
Wood,Buzau,1995,156.4
Wood,Buzau,1996,155.8
Wood,Buzau,1997,155.5
Wood,Buzau,1998,155.6
Wood,Buzau,1999,155.4
Wood,Buzau,2000,155.3
Wood,Buzau,2001,155.3
Wood,Buzau,2002,154.9
Wood,Buzau,2003,155.1
Wood,Buzau,2004,155.4
Wood,Buzau,2005,155.6
Wood,Buzau,2006,149.3
Wood,Buzau,2007,156.7
Wood,Buzau,2008,157.2
Wood,Buzau,2009,155.9
Wood,Buzau,2010,156.2
Wood,Buzau,2011,157.1
Wood,Buzau,2012,158.2
Wood,Buzau,2013,157.8
Wood,Buzau,2014,157.5
Wood,Buzau,2015,157.7
Wood,Buzau,2016,157.9
Wood,Buzau,2017,157.9
Wood,Buzau,2018,158.1
Wood,Buzau,2019,158.0
Wood,Constanta,1990,35.6
Wood,Constanta,1991,33.5
Wood,Constanta,1992,33.4
Wood,Constanta,1993,32.6
Wood,Constanta,1994,32.8
Wood,Constanta,1995,32.8
Wood,Constanta,1996,32.8
Wood,Constanta,1997,31.9
Wood,Constanta,1998,30.1
Wood,Constanta,1999,30.2
Wood,Constanta,2000,30.2
Wood,Constanta,2001,30.4
Wood,Constanta,2002,30.5
Wood,Constanta,2003,30.7
Wood,Constanta,2004,31.5
Wood,Constanta,2005,32.1
Wood,Constanta,2006,33.7
Wood,Constanta,2007,34.0
Wood,Constanta,2008,33.8
Wood,Constanta,2009,33.6
Wood,Constanta,2010,33.4
Wood,Constanta,2011,33.5
Wood,Constanta,2012,33.8
Wood,Constanta,2013,34.0
Wood,Constanta,2014,34.0
Wood,Constanta,2015,34.1
Wood,Constanta,2016,34.4
Wood,Constanta,2017,34.6
Wood,Constanta,2018,34.6
Wood,Constanta,2019,34.8
Wood,Galati,1990,34.8
Wood,Galati,1991,35.0
Wood,Galati,1992,35.0
Wood,Galati,1993,35.0
Wood,Galati,1994,35.1
Wood,Galati,1995,34.5
Wood,Galati,1996,34.7
Wood,Galati,1997,33.7
Wood,Galati,1998,33.8
Wood,Galati,1999,34.2
Wood,Galati,2000,34.2
Wood,Galati,2001,34.3
Wood,Galati,2002,33.8
Wood,Galati,2003,34.2
Wood,Galati,2004,34.8
Wood,Galati,2005,34.7
Wood,Galati,2006,34.4
Wood,Galati,2007,35.2
Wood,Galati,2008,35.7
Wood,Galati,2009,35.9
Wood,Galati,2010,35.8
Wood,Galati,2011,35.9
Wood,Galati,2012,35.9
Wood,Galati,2013,35.3
Wood,Galati,2014,35.3
Wood,Galati,2015,35.4
Wood,Galati,2016,35.4
Wood,Galati,2017,35.3
Wood,Galati,2018,35.4
Wood,Galati,2019,35.5
Wood,Tulcea,1990,93.6
Wood,Tulcea,1991,94.2
Wood,Tulcea,1992,94.3
Wood,Tulcea,1993,93.8
Wood,Tulcea,1994,94.1
Wood,Tulcea,1995,93.6
Wood,Tulcea,1996,93.7
Wood,Tulcea,1997,92.9
Wood,Tulcea,1998,92.8
Wood,Tulcea,1999,93.0
Wood,Tulcea,2000,92.9
Wood,Tulcea,2001,92.9
Wood,Tulcea,2002,91.2
Wood,Tulcea,2003,92.0
Wood,Tulcea,2004,90.8
Wood,Tulcea,2005,91.1
Wood,Tulcea,2006,91.8
Wood,Tulcea,2007,91.7
Wood,Tulcea,2008,91.4
Wood,Tulcea,2009,91.5
Wood,Tulcea,2010,91.8
Wood,Tulcea,2011,92.0
Wood,Tulcea,2012,92.0
Wood,Tulcea,2013,91.9
Wood,Tulcea,2014,92.3
Wood,Tulcea,2015,92.6
Wood,Tulcea,2016,93.6
Wood,Tulcea,2017,93.8
Wood,Tulcea,2018,93.8
Wood,Tulcea,2019,93.7
Wood,Vrancea,1990,179.0
Wood,Vrancea,1991,178.9
Wood,Vrancea,1992,179.7
Wood,Vrancea,1993,179.2
Wood,Vrancea,1994,179.3
Wood,Vrancea,1995,181.9
Wood,Vrancea,1996,180.0
Wood,Vrancea,1997,180.4
Wood,Vrancea,1998,180.1
Wood,Vrancea,1999,180.2
Wood,Vrancea,2000,180.2
Wood,Vrancea,2001,180.2
Wood,Vrancea,2002,188.0
Wood,Vrancea,2003,180.4
Wood,Vrancea,2004,181.7
Wood,Vrancea,2005,180.5
Wood,Vrancea,2006,180.4
Wood,Vrancea,2007,181.4
Wood,Vrancea,2008,177.6
Wood,Vrancea,2009,181.0
Wood,Vrancea,2010,180.4
Wood,Vrancea,2011,176.1
Wood,Vrancea,2012,176.4
Wood,Vrancea,2013,174.5
Wood,Vrancea,2014,174.6
Wood,Vrancea,2015,176.6
Wood,Vrancea,2016,176.9
Wood,Vrancea,2017,177.4
Wood,Vrancea,2018,177.2
Wood,Vrancea,2019,179.0
Wood,'MACROREGIUNEA TREI',1990,672.2
